"候选写法","提及评论数","涉及视频数","涉及城市","涉及区县或县级市","有效推荐语境数","戏谑或比较语境数","负面语境数","仅提及语境数","语义判定依据","最高点赞数","召回方式","召回级别","证据BV号","证据评论ID","证据摘录","处理建议"
"炼乳沾炸的小馒头","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","195753946016","回复：炼乳沾炸的小馒头好吃","优先平台检索"
"凉拌馄饨","1","1","","","1","0","0","0","明确到店或菜品推荐","0","推荐／店名句式","B-存在明确推荐","BV1Z9NJ6vEPS","305619167937","强烈推荐无锡的凉拌馄饨[doge_金箍]","优先平台检索"
"凉拌莴苣丝超","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","195535712416","凉拌莴苣丝超好吃","优先平台检索"
"梁溪脆鳝超","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","2","推荐／店名句式","B-存在明确推荐","BV1cURwYnEum","256336578369","无锡梁溪脆鳝超好吃[doge]","优先平台检索"
"临沂的辣子鸡","1","1","无锡市","无锡市","1","0","0","0","明确到店或菜品推荐","0","推荐／店名句式","B-存在明确推荐","BV1cURwYnEum","256518060545","可以试试临沂的辣子鸡，尝尝山东鲁菜","优先平台检索"
"另外红汤蹄髈面也特别","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1cURwYnEum","256392399985","无锡的甜度对我来说刚好，另外红汤蹄髈面也特别好吃","优先平台检索"
"另外王兴记我小时候吃是很","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1cURwYnEum","256375893457","我81年，5岁去的南京，小笼肯定比汤包厚，光尺寸就不一样，汤包更好吃点，无锡小笼呢属于可以当主食，另外我实际上更喜欢吃拌馄饨，当然现在无锡人不喜欢吃了，但我最喜欢，因为别的地方吃不到目前南京没有一家有。 之前江南小镇还有拌馄饨，开洋的，后来…","优先平台检索"
"另外小笼包是真","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV15KSbYKEZS","245572867153","确实，无锡虽然嗜甜但口不重，我一个山东人都能接受，另外小笼包是真好吃。","优先平台检索"
"溜肉段都","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1cURwYnEum","256385175025","回复：锅包肉，溜肉段都好吃[微笑]","优先平台检索"
"柳真真挺","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","2","推荐／店名句式","B-存在明确推荐","BV1GgXNBiESt","294342698753","柳真真挺好吃的","优先平台检索"
"六十多块的价格","1","1","无锡市","无锡市","1","0","0","0","明确到店或菜品推荐","0","推荐／店名句式","B-存在明确推荐","BV1GgXNBiESt","294954559633","回复：味道怎么样，六十多块的价格值得去一趟吗","优先平台检索"
"楼下随便挑一家都比他","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1e314YJEFA","245431800737","典型网红店，楼下随便挑一家都比他好吃","优先平台检索"
"芦庄超王记才是最","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","2","推荐／店名句式","B-存在明确推荐","BV1cURwYnEum","257115513712","芦庄超王记才是最好吃哒！","优先平台检索"
"芦庄吃面","1","1","无锡市","无锡市","1","0","0","0","明确重复到店行为","0","推荐／店名句式","B-存在明确推荐","BV1oP6mB4EuX","288152811920","回复：我经常去芦庄吃面，倒是从来没试过芦庄超王记，下次试试[doge]","优先平台检索"
"卤肥肠甜口巨","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","1","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","195520987696","卤肥肠甜口巨好吃[doge][doge]","优先平台检索"
"卤汁豆腐干确实","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","1","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","195500024096","回复：卤汁豆腐干确实好吃","优先平台检索"
"陆稿荐的","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","1","推荐／店名句式","B-存在明确推荐","BV1Ue4y1r7QE","134218010912","回复：三凤桥的不好吃，还是陆稿荐的好吃。","优先平台检索"
"路口吃小笼包","1","1","无锡市","无锡市","1","0","0","0","明确重复到店行为","0","推荐／店名句式","B-存在明确推荐","BV1QT421C7iV","220086251024","在塘南招商城 过了几年的暑假，经常去路口吃小笼包，也是带甜的哈哈 还挺好吃。给室友带回的盒装酱排骨，就有点过于甜了","优先平台检索"
"萝卜丝饼也","1","1","","","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1nd4y1u7P8","130240179584","海棠糕还是小学时候吃的了，现在真的好少好少[大哭]还有鸡子大饼、萝卜丝饼也好吃！但是也不常见了","优先平台检索"
"萝卜猪油渣","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1wi4y1z7oD","201965727920","回复：萝卜猪油渣好吃","优先平台检索"
"旅游尝尝","1","1","无锡市","无锡市","1","0","0","0","明确到店或菜品推荐","0","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","198422474784","我还挺好奇的，可以去无锡旅游尝尝","优先平台检索"
"麻糕","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1cURwYnEum","257077785952","回复：麻糕好吃，有甜有咸，还有豆腐汤应该也是特产[脱单doge]","优先平台检索"
"麻花很","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","1","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","199386366608","无锡麻花很好吃😋广西人觉得","优先平台检索"
"买的时候问一下是否正宗","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","195754142192","来到长江入海口附近了,那我强烈推荐一下: 粉蒸肉,咸水鸭,叫花鸡 感受一下是否像我说的一样------巨难吃!!! 为了防止他们的小心机,建议买的时候问一下是否正宗,再上网doublecheck,防止它们到时候说""因为这个不正宗""之类的","优先平台检索"
"买了一堆陆稿荐觉得还挺","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","195626604960","其实还行，觉得 至少我去玩的时候，买了一堆陆稿荐觉得还挺好吃的","优先平台检索"
"买买","1","1","无锡市","无锡市","1","0","0","0","明确到店或菜品推荐","0","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","195555863568","三阳广场有个鲍师傅可以去买买","优先平台检索"
"馒头是最正宗的","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","185","推荐／店名句式","B-存在明确推荐","BV1cURwYnEum","256347161185","无锡人来说几句，首先为什么叫馒头，三国时诸葛亮征战孟获时看到当地祭祀用人头，就用面粉包了牛羊肉替代蛮头，谐音馒头，所以说叫馒头是最正宗的，至于现在各地习惯了当地叫法，所以也请不要对吴语区管你们认为的包子叫馒头大惊小怪，更不要把我们的小笼馒头…","优先平台检索"
"毛豆豆","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1wi4y1z7oD","202770927168","回复：第一次吃也觉得特别好吃[大笑]","优先平台检索"
"毛华搬出来以后就没有那么","1","1","","","1","0","0","0","明确正向用餐体验","2","推荐／店名句式","B-存在明确推荐","BV1KbygBJELh","282864491328","还是在老菜场的毛华好吃，那种软的金黄的刚出锅的玉兰饼，吃过就忘不了。现在菜场拆了，毛华搬出来以后就没有那么好吃了，玉兰饼说实话也是预制的。太可惜了。","优先平台检索"
"毛华的玉兰饼诶","1","1","无锡市","无锡市","1","0","0","0","明确到店或菜品推荐","1","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","195502872432","艾米饭来无锡了诶 可以去吃去吃毛华的玉兰饼诶","优先平台检索"
"毛华的玉兰饼真的","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1QT421C7iV","220226938400","毛华的玉兰饼真的好吃","优先平台检索"
"毛华感觉没以前","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1Ue4y1r7QE","132726061216","强推圆圆包子和梅花糕。第三个没吃过不评价。毛华感觉没以前好吃了","优先平台检索"
"毛华酸辣汤也很","1","1","","","1","0","0","0","明确正向用餐体验","1","推荐／店名句式","B-存在明确推荐","BV1otyHYuE1S","245233311264","毛华酸辣汤也很好吃哒[打call]","优先平台检索"
"毛华已经没以前","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1Ue4y1r7QE","132832574336","还有很多好吃的,毛华已经没以前好吃了。下次找人带你去吃。","优先平台检索"
"毛华只有生煎","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","1","门店后缀／推荐／店名句式","B-存在明确推荐","BV1Ue4y1r7QE","132710159904","毛华只有生煎好吃，不吹不黑就只有生煎，酸辣汤都不正宗，那种砂锅酸辣汤才好吃，作为生在风雷的有幸从小吃的都是巅峰时期的风雷酸辣汤，后面的都是假的，最正宗的是以前一个老奶奶做的，可惜后来不做了就被其他人借名开了","优先平台检索"
"没10年前","1","1","无锡市","江阴市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1L1421Z7Zz","218338721712","陶兴宝 没10年前好吃了，现在鲜的都是鸡精 味精","优先平台检索"
"没感觉有太多","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","416","推荐／店名句式","B-存在明确推荐","BV1e314YJEFA","245665596880","在无锡待了五年。。。。。除了连锁店，没感觉有太多好吃的，当然我说的是炒菜，无锡的小笼包和云吞那是真好吃[吃瓜]","优先平台检索"
"没觉得多","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1vieoz9Eb9","272917830897","这家也就实惠，没觉得多好吃[喜极而泣]","优先平台检索"
"没啥特别","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","1","推荐／店名句式","B-存在明确推荐","BV1e314YJEFA","245668427904","无锡没啥特别好吃的，建议早上在路边随便找一家“某某记”“某某源”吃吃小笼包拌馄饨各种阳春面就行了","优先平台检索"
"没什么","1","1","","","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1PtMF6YECD","308141115920","无锡有好吃的自助吗 感觉无锡没什么好吃的 都想坐车直接去上海吃了 路费也不贵","优先平台检索"
"没什么特别","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1Ue4y1r7QE","132779513824","没什么特别好吃的，都差不多的","优先平台检索"
"没他说的那么","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV15KSbYKEZS","248501152129","无锡菜饭遍地都是，没他说的那么好吃，反正主打性价比，十几二十块搞饱肚子","优先平台检索"
"没一个菜觉得","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV15KSbYKEZS","245926679680","非本地本强烈不推荐去，没一个菜觉得好吃，本地人吃的嘎嘎香[微笑]","优先平台检索"
"没以前的","1","1","","","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1nd4y1u7P8","130406495344","现在老板换了，感觉没以前的好吃了","优先平台检索"
"没有薄皮的","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1cURwYnEum","280139760993","现在无锡的小笼包很多都是皮厚的，没有薄皮的好吃","优先平台检索"
"没有老家安徽的包子","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","1","门店后缀／推荐／店名句式","B-存在明确推荐","BV1Ue4y1r7QE","132711211232","鸿运大包说实话不太好吃，没有老家安徽的包子好吃","优先平台检索"
